Regionname,Suburb,Propertycount,Address,CouncilArea,Postcode,Distance,BrokerAgent,Date,Longtitude,Lattitude,Method,Type,Rooms,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Northern Metropolitan,Hadfield,2606,1/32 Sutherland St,Moreland,3046,12.1,Raine,07-07-2024,144.9486,-37.7073,S,h,3,3,2,3,230,113,2000,545000
Northern Metropolitan,Hadfield,2606,4 Thames St,Moreland,3046,12.1,Stockdale,08-07-2024,144.9469,-37.705,S,h,3,3,1,2,700,,,770000
Northern Metropolitan,Hadfield,2606,1 Barunah St,Moreland,3046,12.1,Eview,09-07-2024,144.9399,-37.704,S,h,4,3,1,2,700,176,1960,777000
Northern Metropolitan,Hadfield,2606,101 Middle St,Moreland,3046,12.1,Stockdale,10-07-2024,144.9424,-37.7098,S,h,2,3,3,1,580,103,1950,722000
Northern Metropolitan,Hadfield,2606,23 Surrey St,Moreland,3046,12.1,Stockdale,11-07-2024,144.9471,-37.7128,SP,h,2,2,1,3,591,102,1960,545000
Northern Metropolitan,Hadfield,2606,1/22 Volga St,Moreland,3046,12.1,Raine,12-07-2024,144.9411,-37.707,PI,t,3,3,2,2,234,115,2012,510000
Northern Metropolitan,Hadfield,2606,11 Dickinson St,Moreland,3046,12.1,Ray,13-07-2024,144.9436,-37.7133,S,h,2,2,1,1,359,,1960,542500
Northern Metropolitan,Hadfield,2606,24 Talbot St,Moreland,3046,12.1,Stockdale,14-07-2024,144.947,-37.7133,S,h,3,4,1,3,593,95,1965,631500
Northern Metropolitan,Hadfield,2606,24A South St,Moreland,3046,12.1,Eview,15-07-2024,144.9474,-37.7149,SP,h,4,4,2,1,302,,,750074
Northern Metropolitan,Hadfield,2606,35 Angus St,Moreland,3046,12.1,Brad,16-07-2024,144.9432,-37.7079,S,h,3,3,1,1,557,,,591000
Northern Metropolitan,Hadfield,2606,19 Barbara St,Moreland,3046,12.1,Brad,17-07-2024,144.9419,-37.7107,SP,h,3,3,1,3,610,142,1960,550000
Northern Metropolitan,Hadfield,2606,100 South St,Moreland,3046,12.1,Stockdale,18-07-2024,144.939,-37.714,VB,h,2,2,1,1,249,2,1970,330000
Northern Metropolitan,Hadfield,2606,13 Gish Ct,Moreland,3046,12.1,YPA,19-07-2024,144.9491,-37.7091,VB,h,5,5,2,1,808,,,800000
Northern Metropolitan,Hadfield,2606,42 West St,Moreland,3046,12.1,Brad,20-07-2024,144.9374,-37.7136,S,h,3,3,2,4,560,,,725000
Northern Metropolitan,Hadfield,2606,28 Gish Ct,Moreland,3046,12.1,Barry,21-07-2024,144.9495,-37.7083,S,h,4,4,2,2,672,,1950,815000
Northern Metropolitan,Hadfield,2606,92 West St,Moreland,3046,12.1,Barry,22-07-2024,144.938,-37.7099,S,h,2,2,1,1,613,92,1960,715888
Northern Metropolitan,Hadfield,2606,119 Middle St,Moreland,3046,12.1,Barry,23-07-2024,144.9404,-37.7096,S,h,4,4,1,4,588,,,650000
Northern Metropolitan,Hadfield,2606,2/22 Volga St,Moreland,3046,12.1,Nelson,24-07-2024,144.9413,-37.707,S,t,2,2,1,1,137,110,2012,468000
Northern Metropolitan,Hadfield,2606,3 Charles St,Moreland,3046,12.1,Stockdale,25-07-2024,144.9434,-37.709,S,h,3,3,1,2,1020,,,1102000
Northern Metropolitan,Hadfield,2606,25 East St,Moreland,3046,12.1,D'Aprano,26-07-2024,144.9496,-37.7128,S,h,2,2,1,2,345,79,1990,515000
Northern Metropolitan,Hadfield,2606,14 Sutherland St,Moreland,3046,12.1,Nelson,27-07-2024,144.9483,-37.709,S,h,3,3,1,2,594,,,716000
Northern Metropolitan,Hadfield,2606,38 Tassell St,Moreland,3046,12.1,YPA,28-07-2024,144.9389,-37.7109,SP,h,2,2,1,1,612,,,640000
Northern Metropolitan,Hadfield,2606,21 Volga St,Moreland,3046,12.1,Barry,29-07-2024,144.9407,-37.7074,S,h,2,2,1,4,360,,,460000
Southern Metropolitan,Hampton,5454,1/30 Grenville St,Bayside,3188,13.7,hockingstuart,30-07-2024,145.0008,-37.9355,S,u,2,2,1,1,228,87,1975,895000
Southern Metropolitan,Hampton,5454,6/334 Hampton St,Bayside,3188,13.7,Ray,31-07-2024,145.0019,-37.9419,S,u,2,2,1,1,0,74,1975,587000
Southern Metropolitan,Hampton,5454,38 Myrtle Rd,Bayside,3188,13.7,Nick,01-08-2024,145.0152,-37.9419,S,h,4,3,3,2,701,320,2015,2800000
Southern Metropolitan,Hampton,5454,3/31 Thomas St,Bayside,3188,13.7,Buxton,02-08-2024,145.0063,-37.9387,S,u,2,2,1,1,832,,,720000
Southern Metropolitan,Hampton,5454,36 Thomas St,Bayside,3188,13.7,hockingstuart,03-08-2024,145.0062,-37.9389,S,h,4,4,3,2,928,300,1904,3250000
Southern Metropolitan,Hampton,5454,6 Earlsfield Rd,Bayside,3188,13.7,Hodges,04-08-2024,145.0173,-37.9319,S,h,4,4,2,3,688,187,1925,2140000
Southern Metropolitan,Hampton,5454,3 Kendall St,Bayside,3188,13.7,Marshall,05-08-2024,145.0235,-37.9324,VB,h,4,4,2,2,607,242,2011,1600000
Southern Metropolitan,Hampton,5454,108 Orlando St,Bayside,3188,13.7,Marshall,06-08-2024,144.9963,-37.9347,VB,t,3,3,2,3,1402,,,2200000
Southern Metropolitan,Hampton,5454,24A Smith St,Bayside,3188,13.7,Ray,07-08-2024,145.0226,-37.9338,S,h,3,3,1,2,289,109,1998,1003500
Southern Metropolitan,Hampton,5454,8/121 Thomas St,Bayside,3188,13.7,Buxton,08-08-2024,145.0137,-37.939,SP,u,2,2,1,1,0,85,1965,802000
Southern Metropolitan,Hampton,5454,25 Thomas St,Bayside,3188,13.7,Buxton,09-08-2024,145.0055,-37.9386,VB,t,4,4,1,1,692,,,1500000
Southern Metropolitan,Hampton,5454,78 Thomas St,Bayside,3188,13.7,Hodges,10-08-2024,145.0099,-37.9394,S,h,4,4,2,2,664,,,1686500
Southern Metropolitan,Hampton,5454,2/524 Bluff Rd,Bayside,3188,13.7,hockingstuart,11-08-2024,145.0243,-37.9361,VB,h,5,5,2,2,434,168,,1400000
Southern Metropolitan,Hampton,5454,8 Bronte Ct,Bayside,3188,13.7,Hodges,12-08-2024,145.0204,-37.9399,PI,h,3,3,1,3,593,125,1955,1560000
Southern Metropolitan,Hampton,5454,1/88 Fewster Rd,Bayside,3188,13.7,Buxton,13-08-2024,145.0219,-37.939,VB,u,2,2,1,2,0,78,,680000
Southern Metropolitan,Hampton,5454,35 Teddington Rd,Bayside,3188,13.7,Buxton,14-08-2024,145.018,-37.9358,S,h,3,3,1,2,765,,,1715000
Southern Metropolitan,Hampton,5454,3/46 Fewster Rd,Bayside,3188,13.7,hockingstuart,15-08-2024,145.0186,-37.9389,S,u,2,2,1,1,90,86,1985,760000
Southern Metropolitan,Hampton,5454,5/440 Hampton St,Bayside,3188,13.7,RT,16-08-2024,145.0027,-37.9373,PI,u,2,2,1,1,0,104,2005,616000
Southern Metropolitan,Hampton,5454,131 Linacre Rd,Bayside,3188,13.7,hockingstuart,17-08-2024,145.0175,-37.9437,S,h,4,4,1,1,723,90,1955,1680000
Southern Metropolitan,Hampton,5454,139 Linacre Rd,Bayside,3188,13.7,Buxton,18-08-2024,145.0184,-37.9438,S,h,5,5,4,2,661,,1960,2520000
Southern Metropolitan,Hampton,5454,72b David St,Bayside,3188,13.7,Hodges,19-08-2024,145.019,-37.9433,S,t,2,1,2,2,181,,,890000
Southern Metropolitan,Hampton,5454,66a Thomas St,Bayside,3188,13.7,hockingstuart,20-08-2024,145.0088,-37.9395,S,h,3,4,2,3,373,113,1984,1120000
Southern Metropolitan,Hampton,5454,4 Bendigo St,Bayside,3188,13.7,Hodges,21-08-2024,144.9997,-37.9326,VB,h,4,4,3,3,760,325,1920,3200000
Southern Metropolitan,Hampton,5454,43 Fewster Rd,Bayside,3188,13.7,Hodges,22-08-2024,145.0161,-37.9381,PI,h,4,4,3,2,398,220,2014,1250000
Southern Metropolitan,Hampton,5454,30 Holyrood St,Bayside,3188,13.7,RT,23-08-2024,144.9977,-37.9333,S,h,4,3,3,2,560,,,2420000
Southern Metropolitan,Hampton,5454,54 Linacre Rd,Bayside,3188,13.7,hockingstuart,24-08-2024,145.0072,-37.9429,PI,h,4,4,3,4,615,248,1925,2000000
Southern Metropolitan,Hampton,5454,22 Margarita St,Bayside,3188,13.7,Marshall,25-08-2024,144.9997,-37.9312,S,h,4,4,3,2,687,,,2880000
Southern Metropolitan,Hampton,5454,42 Myrtle Rd,Bayside,3188,13.7,Buxton,26-08-2024,145.0156,-37.9419,S,h,5,4,2,2,700,224,1950,1805000
Southern Metropolitan,Hampton,5454,50 Earlsfield Rd,Bayside,3188,13.7,Buxton,27-08-2024,145.0166,-37.9356,SP,h,4,4,2,2,487,,,1460000
Southern Metropolitan,Hampton,5454,73 Linacre Rd,Bayside,3188,13.7,Hodges,28-08-2024,145.0092,-37.9428,S,h,3,3,1,2,495,,,1403000
Southern Metropolitan,Hampton,5454,70 Teddington Rd,Bayside,3188,13.7,Buxton,29-08-2024,145.022,-37.9365,S,h,3,3,1,1,767,,,1682000
Southern Metropolitan,Hampton,5454,344 Hampton St,Bayside,3188,13.7,Hodges,30-08-2024,145.0021,-37.9412,PI,h,4,4,2,3,685,,,1875000
Southern Metropolitan,Hampton,5454,310 Hampton St,Bayside,3188,13.7,Hodges,31-08-2024,145.0015,-37.944,S,h,4,3,1,2,1504,162,1900,2600000
Southern Metropolitan,Hampton,5454,27/78 Holyrood St,Bayside,3188,13.7,RT,01-09-2024,145.0023,-37.9339,PI,u,2,2,1,2,0,,,685000
Southern Metropolitan,Hampton,5454,18 Kingston St,Bayside,3188,13.7,Nick,02-09-2024,145.0137,-37.9323,PI,h,4,4,2,2,663,,,2400000
Southern Metropolitan,Hampton,5454,65 Linacre Rd,Bayside,3188,13.7,Marshall,03-09-2024,145.0085,-37.9427,SP,h,5,5,3,4,670,413,2008,3470000
Southern Metropolitan,Hampton,5454,118 Ludstone St,Bayside,3188,13.7,Chisholm,04-09-2024,145.0162,-37.9348,SA,h,2,2,1,1,801,,1934,1615000
Southern Metropolitan,Hampton,5454,29 Olive St,Bayside,3188,13.7,Buxton,05-09-2024,145.02,-37.9341,S,h,4,4,2,3,450,,,1450000
Southern Metropolitan,Hampton,5454,3/13 Foam St,Bayside,3188,13.7,Buxton,06-09-2024,145.0061,-37.9379,S,u,2,2,1,1,162,,1970,786000
Southern Metropolitan,Hampton,5454,3/308 Hampton St,Bayside,3188,13.7,hockingstuart,07-09-2024,145.0016,-37.9442,S,u,2,2,3,2,245,,,742000
Southern Metropolitan,Hampton,5454,7 Austin Rd,Bayside,3188,13.7,Hodges,08-09-2024,145.0144,-37.9449,S,h,3,3,2,2,357,120,1970,1050000
Southern Metropolitan,Hampton,5454,63 Beach Rd,Bayside,3188,13.7,Buxton,09-09-2024,145.0001,-37.9409,S,h,2,2,1,1,319,,,1690000
Southern Metropolitan,Hampton,5454,3/1 Edinburgh St,Bayside,3188,13.7,Buxton,10-09-2024,145.0156,-37.9396,S,u,3,3,1,1,195,115,1960,810000
Southern Metropolitan,Hampton,5454,1/33 Holyrood St,Bayside,3188,13.7,Buxton,11-09-2024,144.9975,-37.933,S,h,3,3,2,2,413,137,1970,1460000
Southern Metropolitan,Hampton,5454,26 Teddington Rd,Bayside,3188,13.7,Buxton,12-09-2024,145.017,-37.9359,SP,h,3,3,1,2,783,,,1620000
Southern Metropolitan,Hampton,5454,2b Carolyn St,Bayside,3188,13.7,hockingstuart,13-09-2024,145.0226,-37.9393,S,h,3,3,2,2,277,,2012,1420000
Southern Metropolitan,Hampton,5454,12 Foam St,Bayside,3188,13.7,Marshall,14-09-2024,145.0067,-37.9379,S,h,4,4,2,4,802,,1935,2400000
Southern Metropolitan,Hampton,5454,29 Thomas St,Bayside,3188,13.7,Marshall,15-09-2024,145.006,-37.9386,S,h,5,3,2,2,830,204,1901,3075000
Southern Metropolitan,Hampton,5454,75 Crisp St,Bayside,3188,13.7,Marshall,16-09-2024,145.0107,-37.9416,S,h,5,5,3,2,760,,1935,3201000
Southern Metropolitan,Hampton,5454,4/308 Hampton St,Bayside,3188,13.7,RT,17-09-2024,145.0018,-37.9442,S,u,2,2,2,1,225,118,1970,875500
Southern Metropolitan,Hampton,5454,6/63 Linacre Rd,Bayside,3188,13.7,Buxton,18-09-2024,145.0084,-37.9427,S,t,3,3,2,1,211,,2000,1400000
Southern Metropolitan,Hampton,5454,5b Ocean St,Bayside,3188,13.7,hockingstuart,19-09-2024,145.0035,-37.9371,S,u,3,3,2,2,0,,,1457500
Southern Metropolitan,Hampton,5454,16 Smith St,Bayside,3188,13.7,Hodges,20-09-2024,145.0226,-37.9332,PI,h,5,5,4,2,1000,324,1950,2600000
Southern Metropolitan,Hampton,5454,3 Smith St,Bayside,3188,13.7,Marshall,21-09-2024,145.0225,-37.9323,S,h,2,2,1,2,581,,,1465000
Southern Metropolitan,Hampton,5454,70 Highett Rd,Bayside,3188,13.7,Buxton,22-09-2024,145.0181,-37.946,PI,h,5,5,2,2,648,364,1950,1705000
Southern Metropolitan,Hampton,5454,11 Kerferd St,Bayside,3188,13.7,Nick,23-09-2024,145.01,-37.9419,S,h,3,3,1,2,569,,,1610000
Southern Metropolitan,Hampton,5454,4/32 Linacre Rd,Bayside,3188,13.7,hockingstuart,24-09-2024,145.0049,-37.9429,PI,u,2,2,1,2,153,,1970,750000
Southern Metropolitan,Hampton,5454,58 Teddington Rd,Bayside,3188,13.7,hockingstuart,25-09-2024,145.021,-37.9364,S,h,3,3,2,2,320,,,1320000
Southern Metropolitan,Hampton,5454,11 Conifer St,Bayside,3188,13.7,hockingstuart,26-09-2024,145.0186,-37.9448,S,u,2,2,2,2,677,,,896000
Southern Metropolitan,Hampton,5454,29 Grenville St,Bayside,3188,13.7,RT,27-09-2024,145.0009,-37.9352,S,h,3,3,2,2,413,,,1450000
Southern Metropolitan,Hampton,5454,1/3 Littlewood St,Bayside,3188,13.7,Marshall,28-09-2024,145.004,-37.9344,S,u,2,2,1,1,266,,1970,898000
Southern Metropolitan,Hampton,5454,6 Valerian St,Bayside,3188,13.7,hockingstuart,29-09-2024,145.0201,-37.9446,S,h,4,4,2,0,611,613,1950,1515000
Southern Metropolitan,Hampton,5454,107 Willis St,Bayside,3188,13.7,hockingstuart,30-09-2024,145.0101,-37.9372,S,h,5,5,3,2,694,323,2011,2980000
Southern Metropolitan,Hampton,5454,50 Holyrood St,Bayside,3188,13.7,Hodges,01-10-2024,144.9999,-37.9336,PI,h,4,4,3,4,583,305,2000,2200000
Southern Metropolitan,Hampton,5454,1/237 Hampton St,Bayside,3188,13.7,Marshall,02-10-2024,145.0016,-37.9414,SP,u,1,1,1,1,0,,,500000
Southern Metropolitan,Hampton,5454,2/95 Thomas St,Bayside,3188,13.7,Hodges,03-10-2024,145.012,-37.9391,S,t,3,3,2,1,355,140,1987,1100000
Southern Metropolitan,Hampton,5454,2/442 Bluff Rd,Bayside,3188,13.7,Buxton,04-10-2024,145.0231,-37.9444,SP,u,2,2,1,2,282,,,800000
Southern Metropolitan,Hampton,5454,53 Bridge St,Bayside,3188,13.7,Marshall,05-10-2024,145.0068,-37.9449,S,h,4,4,3,2,627,303,1997,3325000
Southern Metropolitan,Hampton,5454,5/46 Fewster Rd,Bayside,3188,13.7,Buxton,06-10-2024,145.0186,-37.9392,S,u,2,2,1,1,0,,,691000
Southern Metropolitan,Hampton,5454,17/93 Highett Rd,Bayside,3188,13.7,Buxton,07-10-2024,145.0212,-37.9462,PI,u,2,2,2,1,0,70,2007,450000
Southern Metropolitan,Hampton,5454,3/56 Beach Rd,Bayside,3188,13.7,Buxton,08-10-2024,145.0001,-37.9395,S,u,2,2,1,2,3414,,,738000
Southern Metropolitan,Hampton,5454,3/22 Holyrood St,Bayside,3188,13.7,hockingstuart,09-10-2024,144.997,-37.9336,S,t,3,3,2,2,224,,1999,1140000
Southern Metropolitan,Hampton,5454,3/8 Alicia St,Bayside,3188,13.7,Hodges,10-10-2024,145.0027,-37.9436,PI,u,2,2,1,1,0,61,1970,500000
Southern Metropolitan,Hampton,5454,64 Earlsfield Rd,Bayside,3188,13.7,Buxton,11-10-2024,145.0163,-37.9369,S,h,4,4,3,2,562,228,1950,1460000
Southern Metropolitan,Hampton,5454,10 Talbot St,Bayside,3188,13.7,RT,12-10-2024,145,-37.9345,VB,h,4,4,3,2,1093,,,2800000
Southern Metropolitan,Hampton,5454,1/514 Bluff Rd,Bayside,3188,13.7,Buxton,13-10-2024,145.0242,-37.9368,VB,t,3,3,2,2,0,,,820000
Southern Metropolitan,Hampton,5454,91A Linacre Rd,Bayside,3188,13.7,Biggin,14-10-2024,145.0118,-37.9431,S,t,2,2,2,1,0,148,,915500
Southern Metropolitan,Hampton,5454,49 Service St,Bayside,3188,13.7,Marshall,15-10-2024,145.0083,-37.9401,S,h,4,4,3,2,414,209,1950,1740000
Southern Metropolitan,Hampton,5454,136 Thomas St,Bayside,3188,13.7,Buxton,16-10-2024,145.0151,-37.94,S,h,1,1,2,0,994,,,2450000
Southern Metropolitan,Hampton,5454,15 Avelin St,Bayside,3188,13.7,RT,17-10-2024,145.0109,-37.9315,S,h,4,4,2,1,667,184,1935,1800000
Southern Metropolitan,Hampton,5454,41 Orlando St,Bayside,3188,13.7,hockingstuart,18-10-2024,144.9997,-37.9382,S,h,4,4,2,1,577,231,1940,2160000
Southern Metropolitan,Hampton,5454,6 Highett Rd,Bayside,3188,13.7,Buxton,19-10-2024,145.0113,-37.9452,S,h,3,2,2,2,920,,,1800000
Southern Metropolitan,Hampton,5454,38 Orlando St,Bayside,3188,13.7,Hodges,20-10-2024,145.0002,-37.9384,S,h,3,3,2,2,662,,1880,2439500
Southern Metropolitan,Hampton,5454,52 Service St,Bayside,3188,13.7,Buxton,21-10-2024,145.0104,-37.9407,S,h,4,5,2,2,647,260,1925,2250000
Southern Metropolitan,Hampton,5454,18 Kanowna St,Bayside,3188,13.7,hockingstuart,22-10-2024,145.0092,-37.9446,S,h,4,4,2,2,714,188,1925,2130000
Southern Metropolitan,Hampton East,2356,9/12 Bartlett St,Bayside,3188,14.5,Greg,23-10-2024,145.0322,-37.9367,S,u,2,2,1,1,0,75,1960,400000
Southern Metropolitan,Hampton East,2356,17 Wishart St,Bayside,3188,14.5,Hodges,24-10-2024,145.0268,-37.9356,S,h,3,3,2,2,246,,,952000
Southern Metropolitan,Hampton East,2356,27 Charming St,Bayside,3188,14.5,Hodges,25-10-2024,145.0302,-37.9346,S,h,3,3,2,2,614,,,1255000
Southern Metropolitan,Hampton East,2356,10a Roydon St,Bayside,3188,14.5,Buxton,26-10-2024,145.0257,-37.9355,S,t,3,2,2,2,221,171,,1020000
Southern Metropolitan,Hampton East,2356,1/23 Wickham Rd,Bayside,3188,14.5,Buxton,27-10-2024,145.0267,-37.9431,S,h,3,2,2,2,393,140,1950,926000
Southern Metropolitan,Hampton East,2356,4 Besant St,Bayside,3188,14.5,Hodges,28-10-2024,145.0296,-37.9428,S,h,3,3,1,3,583,106,1970,1070000
Southern Metropolitan,Hampton East,2356,2/2 Flowerdale Rd,Bayside,3188,14.5,Buxton,29-10-2024,145.0348,-37.9432,S,u,2,2,1,1,217,107,1994,801000
Southern Metropolitan,Hampton East,2356,28 Roydon St,Bayside,3188,14.5,McGrath,30-10-2024,145.0276,-37.9355,S,t,3,3,2,1,0,3,2005,1150000
Southern Metropolitan,Hampton East,2356,4/332 South Rd,Kingston,3188,14.5,Hodges,31-10-2024,145.0322,-37.933,S,u,2,2,1,1,215,68,2007,472000
Southern Metropolitan,Hampton East,2356,31 Warland Rd,Bayside,3188,14.5,McGrath,01-11-2024,145.0339,-37.9362,S,h,3,3,2,2,732,,,1471000
Southern Metropolitan,Hampton East,2356,3 Besant St,Bayside,3188,14.5,Buxton,02-11-2024,145.03,-37.9426,PI,h,2,2,1,2,658,,,830000
Southern Metropolitan,Hampton East,2356,2 Harry St,Bayside,3188,14.5,Ray,03-11-2024,145.0317,-37.9386,S,h,3,3,1,2,601,,,1195000
Southern Metropolitan,Hampton East,2356,29 Wickham Rd,Bayside,3188,14.5,Buxton,04-11-2024,145.0274,-37.9431,S,h,3,3,2,2,586,150,1950,1300000
Southern Metropolitan,Hampton East,2356,18 Charming St,Bayside,3188,14.5,Buxton,05-11-2024,145.0303,-37.9343,S,h,4,4,2,2,575,,,1416000
Southern Metropolitan,Hampton East,2356,4 Dane Rd,Kingston,3188,14.5,Buxton,06-11-2024,145.0346,-37.9405,S,h,4,4,2,2,0,154,2002,1200000
Southern Metropolitan,Hampton East,2356,1/4 Flowerdale Rd,Bayside,3188,14.5,hockingstuart,07-11-2024,145.0347,-37.9431,S,u,3,3,2,2,317,,,865000
Southern Metropolitan,Hawthorn,11308,6a Scott St,Boroondara,3122,4.6,Jellis,08-11-2024,145.0422,-37.8344,PI,h,4,4,2,2,317,210,2005,1650000
Southern Metropolitan,Hawthorn,11308,49 Berkeley St,Boroondara,3122,4.6,Jellis,09-11-2024,145.0366,-37.8332,S,h,3,3,2,3,1038,,,5100000
Southern Metropolitan,Hawthorn,11308,4 Bowen St,Boroondara,3122,4.6,Jellis,10-11-2024,145.0371,-37.8183,S,h,4,4,2,1,336,235,1905,2670000
Southern Metropolitan,Hawthorn,11308,23 Elgin St,Boroondara,3122,4.6,Jellis,11-11-2024,145.0263,-37.8157,S,h,3,3,1,0,228,116,,1480000
Southern Metropolitan,Hawthorn,11308,25/510 Glenferrie Rd,Boroondara,3122,4.6,Woodards,12-11-2024,145.0341,-37.8303,S,u,1,1,1,1,0,53,1950,348000
Southern Metropolitan,Hawthorn,11308,23/146 Power St,Boroondara,3122,4.6,Fletchers,13-11-2024,145.0258,-37.8235,VB,u,1,1,1,0,0,,,320000
Southern Metropolitan,Hawthorn,11308,9/69 Wattle Rd,Boroondara,3122,4.6,Marshall,14-11-2024,145.0328,-37.8243,S,u,3,3,1,1,181,122,1969,1189000
Southern Metropolitan,Hawthorn,11308,118/862 Glenferrie Rd,Boroondara,3122,4.6,Marshall,15-11-2024,145.0369,-37.8154,PI,u,2,2,2,1,85,82,2014,610000
Southern Metropolitan,Hawthorn,11308,13/175 Power St,Boroondara,3122,4.6,Nelson,16-11-2024,145.0257,-37.8263,S,u,2,2,1,1,0,,,575000
Southern Metropolitan,Hawthorn,11308,8/36 Power St,Boroondara,3122,4.6,Nelson,17-11-2024,145.0272,-37.816,S,u,2,2,1,1,0,,,600000
Southern Metropolitan,Hawthorn,11308,188e Riversdale Rd,Boroondara,3122,4.6,Jellis,18-11-2024,145.0422,-37.8299,S,u,1,1,1,1,0,63,1995,492000
Southern Metropolitan,Hawthorn,11308,16/5 Denham St,Boroondara,3122,4.6,Marshall,19-11-2024,145.017,-37.8186,S,u,2,3,1,1,1585,,1970,891000
Southern Metropolitan,Hawthorn,11308,2/5 Finchley Ct,Boroondara,3122,4.6,Noel,20-11-2024,145.0342,-37.8249,S,u,2,2,1,1,0,64,1930,806000
Southern Metropolitan,Hawthorn,11308,23 Melville St,Boroondara,3122,4.6,Jellis,21-11-2024,145.0231,-37.8153,S,h,2,2,1,2,235,,,1155000
Southern Metropolitan,Hawthorn,11308,7 Brook St,Boroondara,3122,4.6,Nelson,22-11-2024,145.019,-37.8155,S,h,3,3,2,1,460,176,1940,2000000
Southern Metropolitan,Hawthorn,11308,6/107 Riversdale Rd,Boroondara,3122,4.6,Marshall,23-11-2024,145.035,-37.8287,VB,u,2,2,1,1,0,,2007,500000
Southern Metropolitan,Hawthorn,11308,13/5 Denham St,Boroondara,3122,4.6,Marshall,24-11-2024,145.017,-37.8186,S,u,2,2,1,2,0,88,1960,753000
Southern Metropolitan,Hawthorn,11308,7/21 Elphin Gr,Boroondara,3122,4.6,RT,25-11-2024,145.0424,-37.8177,PI,u,1,1,1,1,0,52,1970,330000
Southern Metropolitan,Hawthorn,11308,14 Malmsbury St,Boroondara,3122,4.6,Marshall,26-11-2024,145.0437,-37.8214,S,h,3,3,1,0,218,108,1890,1420000
Southern Metropolitan,Hawthorn,11308,1/185 Auburn Rd,Boroondara,3122,4.6,Jellis,27-11-2024,145.0446,-37.8258,S,u,3,3,2,2,189,,,956000
Southern Metropolitan,Hawthorn,11308,5/576 Glenferrie Rd,Boroondara,3122,4.6,Dingle,28-11-2024,145.0349,-37.8261,S,u,2,2,1,0,1056,,,418000
Southern Metropolitan,Hawthorn,11308,303/25 Lynch St,Boroondara,3122,4.6,Fletchers,29-11-2024,145.0343,-37.8216,S,u,2,2,1,1,0,60,2014,495000
Southern Metropolitan,Hawthorn,11308,13/177 Power St,Boroondara,3122,4.6,Biggin,30-11-2024,145.0257,-37.8265,S,u,2,2,1,1,0,,,525000
Southern Metropolitan,Hawthorn,11308,11/140 Riversdale Rd,Boroondara,3122,4.6,Woodards,01-12-2024,145.0382,-37.8294,S,u,1,1,1,0,0,56,1966,292000
Southern Metropolitan,Hawthorn,11308,10/28 Wattle Rd,Boroondara,3122,4.6,Nelson,02-12-2024,145.0282,-37.8248,S,u,2,2,1,1,1997,,,430000
Southern Metropolitan,Hawthorn,11308,4/205 Auburn Rd,Boroondara,3122,4.6,Jellis,03-12-2024,145.0444,-37.8272,PI,u,1,1,1,1,0,,1975,365000
Southern Metropolitan,Hawthorn,11308,3/164 Barkers Rd,Boroondara,3122,4.6,hockingstuart,04-12-2024,145.0322,-37.8143,S,u,2,2,1,1,1089,76,2003,580000
Southern Metropolitan,Hawthorn,11308,530 Burwood Rd,Boroondara,3122,4.6,Marshall,05-12-2024,145.0425,-37.8236,S,h,3,3,2,1,341,155,1938,1300000
Southern Metropolitan,Hawthorn,11308,44 College St,Boroondara,3122,4.6,Nelson,06-12-2024,145.0252,-37.8173,S,h,3,3,1,0,232,90,1900,1300000
Southern Metropolitan,Hawthorn,11308,302/2 Tweed St,Boroondara,3122,4.6,hockingstuart,07-12-2024,145.0291,-37.8213,S,u,2,2,2,1,0,,,575000
Southern Metropolitan,Hawthorn,11308,16/557 Glenferrie Rd,Boroondara,3122,4.6,Jellis,08-12-2024,145.0342,-37.8276,VB,u,1,1,1,1,3132,,,335000
Southern Metropolitan,Hawthorn,11308,8/32 Liddiard St,Boroondara,3122,4.6,Jellis,09-12-2024,145.0385,-37.8192,SP,u,2,2,1,1,0,52,1970,440000
Southern Metropolitan,Hawthorn,11308,8/1 Muir St,Boroondara,3122,4.6,Kay,10-12-2024,145.0153,-37.8144,PI,u,3,3,3,2,0,145,1999,1000000
Southern Metropolitan,Hawthorn,11308,69 Power St,Boroondara,3122,4.6,Marshall,11-12-2024,145.0272,-37.8187,S,h,4,4,2,7,0,,,2610000
Southern Metropolitan,Hawthorn,11308,6 Salisbury Gr,Boroondara,3122,4.6,Marshall,12-12-2024,145.0385,-37.8155,S,h,3,3,1,1,383,109,1910,1741000
Southern Metropolitan,Hawthorn,11308,18 Violet Gr,Boroondara,3122,4.6,Jellis,13-12-2024,145.0391,-37.8281,S,h,3,3,2,1,373,,,2325000
Southern Metropolitan,Hawthorn,11308,3/185 Auburn Rd,Boroondara,3122,4.6,Jellis,14-12-2024,145.0446,-37.8258,S,u,2,2,1,1,0,,2004,545000
Southern Metropolitan,Hawthorn,11308,9/63 Berkeley St,Boroondara,3122,4.6,hockingstuart,15-12-2024,145.0364,-37.8343,S,u,2,2,1,1,0,78,1960,655000
Southern Metropolitan,Hawthorn,11308,3 Camden Rd,Boroondara,3122,4.6,Jellis,16-12-2024,145.0385,-37.8251,S,h,2,2,1,3,791,,1928,2920000
Southern Metropolitan,Hawthorn,11308,13/561 Glenferrie Rd,Boroondara,3122,4.6,Marshall,17-12-2024,145.0343,-37.8272,S,u,1,1,1,1,0,57,2004,488000
